District,Block,Cluster,GP,GP_ID
dharwad,dharwad,garag,hangarki,2422
dharwad,dharwad,garag urdu,mardgi,4306
dharwad,dharwad,garag urdu,tegur,5656
dharwad,dharwad,hebballi,hebballi,6293
dharwad,dharwad,hebballi,kanakur,3347
dharwad,dharwad,hebballi,mardgi,4306
dharwad,dharwad,hebballi,shivalli,5377
dharwad,dharwad,honnapur,aravatgi,785
dharwad,dharwad,honnapur,benachi,1208
dharwad,dharwad,honnapur,honnapur,2749
dharwad,dharwad,managundi,managundi,4213
dharwad,dharwad,managundi,mansur,4272
dharwad,dharwad,managundi,nigadi,4851
dharwad,dharwad,managundi,yarikoppa,6115
dharwad,dharwad,mugad,kalkeri,6297
dharwad,dharwad,mugad,mandihal,4232
dharwad,dharwad,mugad,mugad,4522
dharwad,dharwad,mummigatti,belur,6454
dharwad,dharwad,mummigatti,chikkamalligwad,1592
dharwad,dharwad,mummigatti,kyarakoppa,3973
dharwad,dharwad,mummigatti,mummigatti,4550
dharwad,dharwad,narendra,kurubagatti,3938
dharwad,dharwad,narendra,lokur,4028
dharwad,dharwad,narendra,narendra,4750
dharwad,dharwad,nigdi,devarahubballi,1798
dharwad,dharwad,nigdi,halligeri,2357
dharwad,dharwad,nigdi,kalkeri,6297
dharwad,dharwad,nigdi,nigadi,4851
dharwad,dharwad,tadakod,kotabagi,3787
dharwad,dharwad,tadakod,madanabhavi,4072
dharwad,dharwad,tadakod,tadakod,5594
dharwad,dharwad,tegur,kotur,6486
dharwad,dharwad,tegur,tegur,5656
dharwad,dharwad,uppina betageri,harobeladhadi,2482
dharwad,dharwad,uppina betageri,kotabagi,3787
dharwad,dharwad,uppina betageri,pudakalakatti,5013
dharwad,dharwad,uppina betageri,uppina betageri,5914
dharwad,dharwad,uppina betageri,yadvad,6056
dharwad,dharwad,urdu alnavar,kadabagatti,3145
dharwad,dharwad,veerapur,ramapur,6657
dharwad,hubli,aralikatti,agadi,532
dharwad,hubli,aralikatti,b.aralikatti,6259
dharwad,hubli,aralikatti,chebbi,1527
dharwad,hubli,byahatti,byahatti,1432
dharwad,hubli,byahatti,hebsur,2543
dharwad,hubli,byahatti,kiresur,6163
dharwad,hubli,byahatti,kusugal,3960
dharwad,hubli,byahatti,sulla,5536
dharwad,hubli,katnur,chennapur,1544
dharwad,hubli,katnur,kantur,3404
dharwad,hubli,katnur,karadikoppa,3423
dharwad,hubli,mantur,bhandiwad,1270
dharwad,hubli,mantur,halyal,2371
dharwad,hubli,mantur,mantur,6643
dharwad,hubli,noolvi,adargunchi,518
dharwad,hubli,noolvi,nulvi,4890
dharwad,hubli,noolvi,sherewad,5322
dharwad,hubli,raynal,anchatageri,696
dharwad,hubli,raynal,chennapur,1544
dharwad,hubli,raynal,devaragudihal,1794
dharwad,hubli,raynal,raynal,5113
dharwad,hubli,shirguppi,ingalahalli,2954
dharwad,hubli,shirguppi,koliwad,3702
dharwad,hubli,shirguppi,shiraguppi,5347
dharwad,hubli,shirguppi,umachagi,5897
dharwad,hubli,varur,agadi,532
dharwad,hubli,varur,balagali,950
dharwad,hubli,varur,varur,5977
dharwad,kalghatagi,dastikoppa,belavantar,1171
dharwad,kalghatagi,dastikoppa,dastikoppa,6626
dharwad,kalghatagi,dastikoppa,madakihonnalli,4062
dharwad,kalghatagi,devikoppa,devikoppa,1818
dharwad,kalghatagi,devikoppa,tambur,5630
dharwad,kalghatagi,dumwad,devalingankoppa,1776
dharwad,kalghatagi,dumwad,dhummavad,1838
dharwad,kalghatagi,dumwad,hirehonnihalli,2638
dharwad,kalghatagi,dumwad,kuruvinakoppa,3952
dharwad,kalghatagi,galagi hulakoppa,basavanakoppa,2003
dharwad,kalghatagi,galagi hulakoppa,galagihulakoppa,2027
dharwad,kalghatagi,ganjigatti,bhogenagarakoppa,6169
dharwad,kalghatagi,ganjigatti,ganjigatti,2057
dharwad,kalghatagi,ganjigatti,surashittikoppa,5560
dharwad,kalghatagi,kudalagi,sangameshwar,5198
dharwad,kalghatagi,kudalagi,sulikatti,5532
dharwad,kalghatagi,mishrikoti,mishrikoti,4450
dharwad,kalghatagi,mishrikoti,ugnikeri,5876
dharwad,kalghatagi,mukkal,bammigatti,1002
dharwad,kalghatagi,mukkal,mukkal,4536
dharwad,kalghatagi,mukkal,tavarageri,5647
dharwad,kalghatagi,muttagi,begur,6299
dharwad,kalghatagi,muttagi,gabyapur,2009
dharwad,kalghatagi,muttagi,muttagi,6629
dharwad,kalghatagi,tabakadhonnali,beeravalli,1126
dharwad,kalghatagi,tabakadhonnali,g hulikatti,2001
dharwad,kalghatagi,tabakadhonnali,jinnur,3078
dharwad,kalghatagi,tabakadhonnali,t honnihalli,5577
dharwad,kundagol,gudageri,goudageri,2164
dharwad,kundagol,gudageri,gudageri,2186
dharwad,kundagol,harlapur,goudageri,2164
dharwad,kundagol,harlapur,harlaapur,2476
dharwad,kundagol,harlapur,kalas,3245
dharwad,kundagol,hiregunjal,baradwad,213009345
dharwad,kundagol,hiregunjal,hiregunjal,2631
dharwad,kundagol,hiregunjal,rottigiwad,5128
dharwad,kundagol,ingalagi,betadur,1233
dharwad,kundagol,ingalagi,ingalagi,6195
dharwad,kundagol,ingalagi,kubihal,3822
dharwad,kundagol,ingalagi,malali,6560
dharwad,kundagol,ingalagi,mattigatti,4371
dharwad,kundagol,kamadolli,b.tarlgatta,879
dharwad,kundagol,kamadolli,hireharakuni,2636
dharwad,kundagol,kamadolli,kamadolli,3303
dharwad,kundagol,kundagol,devanur,1784
dharwad,kundagol,kundagol,gudenakatti,2203
dharwad,kundagol,kundagol,shirur,5367
dharwad,kundagol,saunshi,chakalabbi,6233
dharwad,kundagol,saunshi,pashupathihal,6162
dharwad,kundagol,saunshi,saushi,5270
dharwad,kundagol,saunshi,yerebudhihal,6151
dharwad,kundagol,urdu kundagol,gudageri,2186
dharwad,kundagol,yelival,guruvinahalli,2263
dharwad,kundagol,yelival,malali,6560
dharwad,kundagol,yelival,ramanakoppa,5074
dharwad,kundagol,yelival,yeliwal,6138
dharwad,kundagol,yerguppi,chakalabbi,6233
dharwad,kundagol,yerguppi,hirenarti,2673
dharwad,kundagol,yerguppi,yeraguppi,6149
dharwad,navalgund,annigeri 2,bhadrapur,1257
dharwad,navalgund,annigeri 2,hallikeri (d),2359
dharwad,navalgund,annigeri 2,navalli,4764
dharwad,navalgund,annigeri 2,saswihalli,5257
dharwad,navalgund,annigeri urdu,hallikeri (d),2359
dharwad,navalgund,arekurahatti,kalavad,3249
dharwad,navalgund,arekurahatti,shishvihalli,5373
dharwad,navalgund,arekurahatti,yamanur,6091
dharwad,navalgund,gummagol,gummagol,2233
dharwad,navalgund,gummagol,shirakol,5350
dharwad,navalgund,gummagol,shirur,6319
dharwad,navalgund,javoor,alagavadi,6262
dharwad,navalgund,javoor,halkusugal,2353
dharwad,navalgund,javoor,hebbal,6669
dharwad,navalgund,javoor,javur,3059
dharwad,navalgund,morab,morab,4470
dharwad,navalgund,morab,tirlapur,5780
dharwad,navalgund,nalavadi,bhadrapur,1257
dharwad,navalgund,nalavadi,nalavadi,4687
dharwad,navalgund,nalavadi,shishvihalli,5373
dharwad,navalgund,navalagund 2,belavatgi,1173
dharwad,navalgund,navalagund 2,gudisagar,2208
dharwad,navalgund,navalagund 2,ibrahimpur (d),6235
dharwad,navalgund,navalagund 2,tadahal,5592
dharwad,navalgund,shelwadi,navalli,4764
dharwad,navalgund,shelwadi,nayakanur,4773
dharwad,navalgund,shelwadi,shalavadi,5301
dharwad,navalgund,shelwadi,t kurahatti,5579
dharwad,navalgund,shelwadi,tadahal,5592
dharwad,navalgund,urdu navalgund,morab,4470
haveri,byadagi,bisalahalli,bannihatti,1041
haveri,byadagi,bisalahalli,bisalahalli,1366
haveri,byadagi,bisalahalli,kadarmandalgi,3173
haveri,byadagi,budupanhalli,budapanahalli,1406
haveri,byadagi,budupanhalli,kalledevaru,3277
haveri,byadagi,chikkabasur,chikkabasur,1568
haveri,byadagi,chikkabasur,ghalapooji,2088
haveri,byadagi,chikkabasur,hirehalli,2634
haveri,byadagi,kaginele,hedigonda,2550
haveri,byadagi,kaginele,kaginele,3209
haveri,byadagi,kaginele,kummur,3877
haveri,byadagi,masanagi,mallur,6404
haveri,byadagi,masanagi,masanagi,4342
haveri,byadagi,motebennur,gundenhalli,2244
haveri,byadagi,motebennur,motebennur,4479
haveri,byadagi,shidenur,kervadi,3565
haveri,byadagi,shidenur,muttur,6686
haveri,byadagi,shidenur,shidenur,5332
haveri,byadagi,shidenur,tadas,5595
haveri,byadagi,sudambi,hireanaji,2616
haveri,byadagi,sudambi,muttur,6686
haveri,byadagi,sudambi,sudambi,5513
haveri,hanagal,adur,adur,529
haveri,hanagal,adur,kanchineglur,3356
haveri,hanagal,adur,sigihalli shingapur plot,5410
haveri,hanagal,akkialur,akkialur,580
haveri,hanagal,akkialur,dolleshwara,1931
haveri,hanagal,akkialur,surleshwar,5563
haveri,hanagal,akkialur urdu,gondi,2132
haveri,hanagal,araleshwar,arleshwar,806
haveri,hanagal,araleshwar,savasagi,5276
haveri,hanagal,balambeed,balambeed,958
haveri,hanagal,balambeed,havanagi,2522
haveri,hanagal,bammanahalli,bammanhalli,1001
haveri,hanagal,bammanahalli,hullatti,2848
haveri,hanagal,belagalpet,aladakatti,213009380
haveri,hanagal,belagalpet,belagalapet,1146
haveri,hanagal,belagalpet,masanakatti,4343
haveri,hanagal,chikkaunashi hosur,chikkousihosur,1616
haveri,hanagal,chikkaunashi hosur,gondi,2132
haveri,hanagal,gejjihalli,gejjihalli,2084
haveri,hanagal,gejjihalli,hirekanagi,2643
haveri,hanagal,herur,herur,2595
haveri,hanagal,herur,hirehulliyal,2639
haveri,hanagal,kopparsikoppa,baichavalli,934
haveri,hanagal,kopparsikoppa,kopparsikoppa,3765
haveri,hanagal,kusnur,kelavarkoppa,3530
haveri,hanagal,kusnur,kusnur,3958
haveri,hanagal,maharajpet,karagudari,3428
haveri,hanagal,maharajpet,yalvatti,6087
haveri,hanagal,naregal,kudal,3825
haveri,hanagal,naregal,maranbeed,4297
haveri,hanagal,naregal,naregal,6433
haveri,hanagal,sammasagi,mantagi,4273
haveri,hanagal,sammasagi,sammasagi,5186
haveri,hanagal,shirgod,hirur,6422
haveri,hanagal,shirgod,shirgod,5358
haveri,hanagal,shyadaguppi,kallapur,3274
haveri,hanagal,shyadaguppi,malgund,4175
haveri,hanagal,shyadaguppi,syadguppi,5570
haveri,hanagal,tilavalli,honkan,2744
haveri,hanagal,tilavalli,kirvadi,3626
haveri,hanagal,tilavalli,tiluvalli,5774
haveri,hanagal,uppanasi,somasagar,5459
haveri,hanagal,uppanasi,uppanasi,5909
haveri,haveri,agadi,agadi (h),6258
haveri,haveri,agadi,kallihal,3282
haveri,haveri,devagiri,devagiri,6585
haveri,haveri,devagiri,karajgi,3432
haveri,haveri,devagiri,kolur (k),6424
haveri,haveri,devihosur,aladakatti,6392
haveri,haveri,devihosur,devihosur,1815
haveri,haveri,devihosur,naganur,6496
haveri,haveri,guttal,basapur,1076
haveri,haveri,guttal urdu,kolur (k),6424
haveri,haveri,havnur,havamshi,2521
haveri,haveri,havnur,havanur,2524
haveri,haveri,havnur,kanchargatti,3353
haveri,haveri,hosaritti,handignur,2410
haveri,haveri,hosaritti,hosaritti,2799
haveri,haveri,kabbur,kabbur,3137
haveri,haveri,kabbur,kulenur,3864
haveri,haveri,kabbur,sangur,5208
haveri,haveri,kanvalli,kanvalli,3407
haveri,haveri,kanvalli,katenhalli,3486
haveri,haveri,kanvalli,kurgund,3926
haveri,haveri,kurubgonda,homabaradi,2727
haveri,haveri,kurubgonda,kanakapur,3341
haveri,haveri,kurubgonda,kurubgonda,3942
haveri,haveri,kurubgonda,nelogal,4807
haveri,haveri,marol,halagi,2322
haveri,haveri,marol,hosakittur,2791
haveri,haveri,marol,marol,6601
haveri,haveri,marol,neglur,4790
haveri,haveri,mevundi,belavagi,1169
haveri,haveri,mevundi,mevundi,4438
haveri,haveri,yalagaccha,budagatti,1404
haveri,haveri,yalagaccha,konantambgi,3728
haveri,haveri,yalagaccha,yalgacha,6074
haveri,hirekerur,channalli,burudukatti,1421
haveri,hirekerur,channalli,channali,6671
haveri,hirekerur,chikkerur,betkerur,1237
haveri,hirekerur,chikkerur,chikkerur,1615
haveri,hirekerur,chinnamulgunda,aralikatti (h),6260
haveri,hirekerur,chinnamulgunda,suttakoti,5566
haveri,hirekerur,doddagubbi,kudpali,3839
haveri,hirekerur,doddagubbi,makari,4139
haveri,hirekerur,hamsabhavi,bhogavi,1295
haveri,hirekerur,hamsabhavi,hamsabhavi,2379
haveri,hirekerur,hirekabbar,hallur,6562
haveri,hirekerur,hirekabbar,hirekabbar,2641
haveri,hirekerur,hosakatti,anaji,682
haveri,hirekerur,hosakatti,nagvanda,4682
haveri,hirekerur,hosakatti,tadakanalli,5593
haveri,hirekerur,hullatti,hulatti,2830
haveri,hirekerur,hullatti,kunchur,3885
haveri,hirekerur,hullatti,nesvi,4828
haveri,hirekerur,kadur,kadur,3195
haveri,hirekerur,kadur,kanvi shiddegeri,3408
haveri,hirekerur,kod,aladgeri,589
haveri,hirekerur,kod,kod,3636
haveri,hirekerur,masur,masur,4354
haveri,hirekerur,masur,nedi negalu,4776
haveri,hirekerur,medur,kodmaggi,3669
haveri,hirekerur,medur,medur,4399
haveri,hirekerur,rattihalli,hiremorab,2667
haveri,hirekerur,rattihalli,shirgambi,5357
haveri,hirekerur,rattihalli,chikkayadachi,213009444
haveri,hirekerur,satenhalli,chikonatti,1621
haveri,hirekerur,satenhalli,kachavi,3142
haveri,hirekerur,satenhalli,madlur,6347
haveri,hirekerur,satenhalli,satenhalli,5258
haveri,hirekerur,tavaragi,ingalgondi,2956
haveri,hirekerur,tavaragi,tavaragi,5649
haveri,hirekerur,tavaragi,chikkayadachi,213009444
haveri,hirekerur,yattinahalli,ablur,506
haveri,hirekerur,yattinahalli,yattinalli m k,6121
haveri,ranebennur,aremallapur,aremallapur,792
haveri,ranebennur,aremallapur,rahutanakatti,5044
haveri,ranebennur,aremallapur,somalapur,6572
haveri,ranebennur,chalageri,challageri,1473
haveri,ranebennur,chalageri,itagi,6616
haveri,ranebennur,chalageri,kamdod,3322
haveri,ranebennur,chalageri,karur,3468
haveri,ranebennur,devaragudda,guddadaanveri,2193
haveri,ranebennur,devaragudda,guddaguddapur,2196
haveri,ranebennur,devaragudda,hanumapur,6596
haveri,ranebennur,devaragudda,honatti,2736
haveri,ranebennur,gudihonatti,chikkuravati,1617
haveri,ranebennur,gudihonatti,gudihonatti,2206
haveri,ranebennur,gudihonatti,honatti,2736
haveri,ranebennur,halageri,benkangonda,1225
haveri,ranebennur,halageri,bilhalli,1341
haveri,ranebennur,halageri,halgeri,6552
haveri,ranebennur,haranagiri,gudagur,2187
haveri,ranebennur,haranagiri,gudihonatti,2206
haveri,ranebennur,haranagiri,harangiri,2459
haveri,ranebennur,hirebidari,hirebidari,2625
haveri,ranebennur,hirebidari,irani,2965
haveri,ranebennur,hirebidari,nadiharalahalli,4630
haveri,ranebennur,hirebidari,somalapur,6572
haveri,ranebennur,itagi,itagi,6616
haveri,ranebennur,itagi,mudenur,6609
haveri,ranebennur,joyisaraharalahalli,hediyal,2551
haveri,ranebennur,joyisaraharalahalli,joisaraharalahalli,3084
haveri,ranebennur,joyisaraharalahalli,sunkalbidri,5547
haveri,ranebennur,joyisaraharalahalli,ukkund,5885
haveri,ranebennur,kakol,asundi,6558
haveri,ranebennur,kakol,guddadaanveri,2193
haveri,ranebennur,kakol,kajjari,3217
haveri,ranebennur,kakol,kakol,3227
haveri,ranebennur,kotihal,antarvalli,738
haveri,ranebennur,kotihal,lingadahalli,6232
haveri,ranebennur,kuppelur,kuppelur,3914
haveri,ranebennur,kuppelur,malanayakanahalli,4159
haveri,ranebennur,kuppelur,nittur,6528
haveri,ranebennur,makanur,kavalettu,3506
haveri,ranebennur,makanur,kodiyal,3663
haveri,ranebennur,makanur,makanur,4137
haveri,ranebennur,makanur,mudenur,6609
haveri,ranebennur,makanur,nadiharalahalli,4630
haveri,ranebennur,medleri,belur,6455
haveri,ranebennur,medleri,medleri,4398
haveri,ranebennur,medleri,somalapur,6572
haveri,ranebennur,tumminkatti,malanayakanahalli,4159
haveri,ranebennur,tumminkatti,tumminkatti,5831
haveri,savanur,hattimattur,dombarmattur,1932
haveri,savanur,hattimattur,hattimattur,2517
haveri,savanur,hattimattur,hiremaralahalli,2665
haveri,savanur,hattimattur,jallapur,3026
haveri,savanur,huralikoppa,hurulikoppi,2896
haveri,savanur,huralikoppa,kurubara mallur,3940
haveri,savanur,huralikoppa,tondur,5794
haveri,savanur,kadakol,hesrur,2600
haveri,savanur,kadakol,icchangi,2915
haveri,savanur,kadakol,kadakol,6395
haveri,savanur,kalakoti,hiremagdur,2657
haveri,savanur,kalakoti,kalasur,3248
haveri,savanur,karadagi,karadagi,3419
haveri,savanur,karadagi,mantrodi,4276
haveri,savanur,karadagi,teggihalli,5655
haveri,savanur,shirabadagi,chillurbadni,1627
haveri,savanur,shirabadagi,shirbadagi,5356
haveri,savanur,tavarmellahalli,kunemellahalli,3898
haveri,savanur,tavarmellahalli,tavarmellahalli,5652
haveri,savanur,yalavagi,huvinashigli,2905
haveri,savanur,yalavagi,yelvigi,6142
haveri,shiggoan,baad,bada,894
haveri,shiggoan,baad,guddadchannapur,2195
haveri,shiggoan,baad,halebankapur,2337
haveri,shiggoan,baad,kundur,3894
haveri,shiggoan,bannur,bannur,6355
haveri,shiggoan,bannur,hiremallur,2663
haveri,shiggoan,bannur,kabnur,3139
haveri,shiggoan,chandapur,chandapur,6652
haveri,shiggoan,chandapur,hotanhalli,2809
haveri,shiggoan,chandapur,hungunda,2876
haveri,shiggoan,dhundasi,dhundasi,1839
haveri,shiggoan,dhundasi,hosur,6505
haveri,shiggoan,hirebendigeri,hirebendigeri,2622
haveri,shiggoan,hirebendigeri,hiremankatti,2664
haveri,shiggoan,hulagur,attigeri,836
haveri,shiggoan,hulagur,basnal,1093
haveri,shiggoan,hulagur,hulgur,2832
haveri,shiggoan,hulagur,kyalkonda,3969
haveri,shiggoan,hulagur,shishuvinhal,5372
haveri,shiggoan,konankeri,andalgi,701
haveri,shiggoan,konankeri,konankeri,3727
haveri,shiggoan,narayanpur,hanumarahalli,2435
haveri,shiggoan,narayanpur,narayanpur,6416
haveri,shiggoan,neeralagi,madli,4109
haveri,shiggoan,neeralagi,n m tadas,4618
haveri,shiggoan,neeralagi,vanhalli,5969
haveri,shiggoan,tadas,kunnur,3906
haveri,shiggoan,tadas,tadas,213009343
ballari,ballari east,andral,etthinabudhihal,1991
ballari,ballari east,banapura,basarakodu,1078
ballari,ballari east,banapura,vanenoor,5968
ballari,ballari east,banapura,yerragudi,6153
ballari,ballari east,dammur,chanalu,1482
ballari,ballari east,dammur,dammur,1729
ballari,ballari east,dammur,sindigeri,5417
ballari,ballari east,halakundi,halakundhi,2326
ballari,ballari east,halakundi,sanjeevarayanakote,5210
ballari,ballari east,korlagundi,chanalu,1482
ballari,ballari east,korlagundi,handhihal,2406
ballari,ballari east,korlagundi,korlagundhi,3779
ballari,ballari east,korlagundi,sridharagadda,5500
ballari,ballari east,moka,m.gonal,4043
ballari,ballari east,moka,moka,4461
ballari,ballari east,moka,yerragudi,6153
ballari,ballari east,patelanagar bellary,amarapura,642
ballari,ballari east,rupanagudi,challagurki,1474
ballari,ballari east,rupanagudi,rupanagudi,5136
ballari,ballari east,rupanagudi,sankarabanda,5213
ballari,ballari east,sidiginamola,karekallu,3445
ballari,ballari east,sidiginamola,paramadevanahalli,4956
ballari,ballari east,sidiginamola,sidiginamola,5406
ballari,ballari east,sirivara,byradevanahalli,1450
ballari,ballari east,sirivara,kappagal,3413
ballari,ballari east,sirivara,moka,4461
ballari,ballari east,sirivara,sanganakallu,5200
ballari,ballari east,sirivara,sirivara,5437
ballari,ballari east,urdu ballari east,sanjeevarayanakote,5210
ballari,ballari east,urdu ballari east,sridharagadda,5500
ballari,ballari west,bandihatti bellary,belagallu,1148
ballari,ballari west,emmiganur,emmiganur,1986
ballari,ballari west,emmiganur,nelludi,4805
ballari,ballari west,genikehal,badanahatti,907
ballari,ballari west,genikehal,genakihal,2085
ballari,ballari west,"indiranagar,bellary",kolagallu,3688
ballari,ballari west,kallukamba,h.veerapura,2282
ballari,ballari west,kallukamba,kallukamba,3287
ballari,ballari west,kallukamba,orvai,4907
ballari,ballari west,koluru,kolur (b),6196
ballari,ballari west,koluru,somasamudra,5460
ballari,ballari west,koluru,yerrangaligi,6155
ballari,ballari west,kudithini,elubenchi,1983
ballari,ballari west,siddamman halli,elubenchi,1983
ballari,ballari west,siddamman halli,orvai,4907
ballari,ballari west,siddamman halli,siddammanahalli,5396
ballari,ballari west,urdu ballari west,kolur (b),6196
ballari,sandur,bandri,bandri,1026
ballari,sandur,bandri,h.k. halli,2280
ballari,sandur,bandri,nidugurthi,4846
ballari,sandur,bhujanga nagar,bhujanganagara,1301
ballari,sandur,bhujanga nagar,devagiri,6586
ballari,sandur,bhujanga nagar,narasingapura,4742
ballari,sandur,bomma gatta,bommagatta,1384
ballari,sandur,bomma gatta,yerrayyana halli,6217
ballari,sandur,chornur,agrahara,213009592
ballari,sandur,chornur,choranuru,1675
ballari,sandur,chornur,sovenahalli,5496
ballari,sandur,chornur,yerrayyana halli,6217
ballari,sandur,gollalingammanahalli,bommagatta,1384
ballari,sandur,gollalingammanahalli,gollalingamanahalli,2125
ballari,sandur,krishnanagara,krishnanagara,3819
ballari,sandur,krishnanagara,shuseelanagara,5390
ballari,sandur,lakshmipura,nidugurthi,4846
ballari,sandur,metriki,metriki,4436
ballari,sandur,metriki,rajapura,5054
ballari,sandur,tharanagara,bannihatti,6350
ballari,sandur,tharanagara,thaluru,6308
ballari,sandur,tharanagara,tharanagara,5695
ballari,sandur,tharanagara,vaddu,5940
ballari,sandur,thoranagal,dharoji,1831
